customer_id,first_name,last_name,email,phone_number,date_of_birth,gender,address,city,state,zip_code,country,account_creation_date,customer_segment,account_status,preferred_contact_method,credit_score,annual_income
CUST_000246,Melissa,Bonilla,osanchez@example.org,001-421-226-0650x1917,1953-10-31,Female,"09622 Manning Summit
Theodoremouth, NV 85022",West Danielton,Tennessee,04710,USA,2023-08-07,Small Business,Active,SMS,819,44448
CUST_000247,Glenn,Martin,rwall@example.com,+1-349-884-3624,2006-03-10,Female,"9036 Lynn Points
Port Heatherfort, MD 86051",Wilcoxburgh,Arkansas,49191,USA,2023-10-24,Small Business,Active,Email,677,100255
CUST_000248,James,Rodriguez,coxkimberly@example.com,2346281139,1956-05-28,Male,"41990 Williams Island
West Alanstad, WV 37516",Portermouth,Wisconsin,51703,USA,2024-03-16,Enterprise,Suspended,Email,819,125789
CUST_000249,Terri,Park,riverapeggy@example.net,682-409-6790,1954-02-15,Female,"332 Victoria Parkway
Sethberg, MA 38622",Cindychester,Arizona,93924,USA,2024-06-13,Enterprise,Active,Email,760,174856
CUST_000250,Paul,Clark,rubioashley@example.com,702-448-1717,2003-06-04,Other,"551 Harold Trail Suite 474
Santosberg, DE 75046",Williamsport,Montana,54113,USA,2024-11-11,Individual,Active,App,813,64547
CUST_000251,Sally,Anderson,william95@example.com,268-474-0903,1998-04-27,Male,"613 Sawyer Skyway
West Stevenside, MH 61430",North Henryville,Montana,57270,USA,2021-07-29,Small Business,Active,SMS,386,157264
CUST_000252,Mark,Stewart,vlewis@example.com,747-208-2723,2006-10-23,Other,"6730 Miranda Trace
Nelsonburgh, CO 19078",West Richardport,Virginia,59669,USA,2024-12-07,Individual,Active,App,749,162381
CUST_000253,Alicia,Caldwell,jack01@example.com,242-535-6778x26596,1949-06-25,Other,"5027 Victor Island
Port Tarachester, KS 68749",South Sherryberg,South Dakota,59395,USA,2023-10-10,Enterprise,Active,SMS,589,126558
CUST_000254,Beth,Johnson,robertpayne@example.org,+1-663-353-3905x504,1988-08-20,Female,"6558 Mills Track Suite 127
Brooksside, PA 21820",Jameschester,South Dakota,37626,USA,2024-02-02,Small Business,Active,Email,642,42278
CUST_000255,Sharon,Bullock,cowanlinda@example.org,909-261-7981,1986-08-24,Female,"78613 Sampson Keys
Gutierrezfurt, AL 49606",New Justin,Texas,35169,USA,2022-02-11,Individual,Active,App,590,91059
CUST_000256,Raven,Blankenship,adamstout@example.org,8025589552,1979-08-04,Other,"96262 Strong Path Apt. 631
New David, OK 51882",Maryburgh,Massachusetts,27208,USA,2021-01-16,Enterprise,Cancelled,Phone,641,46365
CUST_000257,Anthony,Smith,anthonyzimmerman@example.org,001-660-527-5233,1978-04-23,Other,"0412 Danielle Prairie Apt. 179
North Donaldview, MH 24176",North Troystad,Indiana,51723,USA,2021-01-29,Enterprise,Active,SMS,617,196980
CUST_000258,Laura,Gutierrez,echung@example.org,+1-766-757-2240x29901,1975-01-24,Other,"84139 Amanda Path
East Michelle, DE 28938",West Dillonland,Washington,91150,USA,2025-04-12,Enterprise,Active,Email,617,171518
CUST_000259,Joseph,Olson,baileyandrea@example.com,676.486.3423x461,1994-08-10,Female,"USCGC Hamilton
FPO AA 56041",Lisaville,Rhode Island,50707,USA,2022-09-22,Enterprise,Active,Phone,839,49498
CUST_000260,Ashley,Brooks,colepamela@example.net,896-449-8560x125,1967-02-12,Other,"2510 Barker Stravenue Suite 379
Rachelside, CA 51041",Carolynhaven,Indiana,13990,USA,2023-05-20,Enterprise,Active,SMS,318,120052
CUST_000261,Jennifer,Shah,berrydebbie@example.net,001-965-453-3077x04611,1982-06-20,Female,"040 Rhonda Haven
Port Tammy, AZ 70423",West Deannaland,New Mexico,12968,USA,2024-09-23,Individual,Cancelled,SMS,797,75333
CUST_000262,Robert,Turner,karen61@example.net,001-557-290-6477x15910,1996-07-31,Male,"632 James Valleys Suite 800
Nicoleton, DE 06792",Charlesmouth,Vermont,80815,USA,2024-07-15,Individual,Active,SMS,403,158087
CUST_000263,Noah,Hale,brandywilson@example.com,(996)971-8839,2006-02-01,Other,"14415 Donna Street Apt. 117
East Alexanderborough, NH 50971",South Dan,Indiana,77902,USA,2024-05-21,Enterprise,Suspended,Email,644,187013
CUST_000264,Willie,Edwards,jeanette28@example.org,(535)367-9836,1962-01-31,Male,"127 Julie Garden Apt. 724
South Dorothymouth, MI 35310",New Christopherchester,Indiana,20243,USA,2022-07-25,Enterprise,Active,Phone,485,188771
CUST_000265,Ryan,Cook,gnelson@example.org,+1-866-334-3629x4897,1987-06-29,Male,"10094 Cameron Courts
Jeremyfurt, MO 51997",East Jessicaview,New York,27463,USA,2021-06-07,Enterprise,Active,App,673,87267
CUST_000266,James,Walsh,jessica12@example.net,001-497-243-2512x257,1986-07-16,Female,"41209 Montes Prairie
South Morganfort, DE 06422",New Erinport,Iowa,69349,USA,2023-02-04,Enterprise,Active,App,539,164987
CUST_000267,Kari,Rowe,torresjill@example.com,958.347.4570x5458,1961-08-02,Male,"63257 John Streets
Howardland, ID 50017",West Natalieside,New Hampshire,69563,USA,2021-06-14,Small Business,Cancelled,App,498,121427
CUST_000268,Renee,Bailey,peter64@example.com,709.685.9167,1951-07-10,Other,"2849 Kevin Heights
Port Kennethmouth, AZ 28986",Margaretville,Arkansas,64512,USA,2022-02-08,Enterprise,Cancelled,App,588,125105
CUST_000269,Russell,Keller,williamsdevin@example.com,782.514.2369x14307,1995-09-19,Other,"1449 Thompson Mews Suite 923
Derekside, ID 39961",Christophershire,South Dakota,60945,USA,2023-04-23,Enterprise,Active,Phone,504,183508
CUST_000270,Nicholas,Liu,hdavis@example.com,001-258-857-5676x670,1950-02-24,Male,"98529 Brown Vista Suite 260
Aguirrehaven, NH 07624",North Josephville,Michigan,78402,USA,2021-01-23,Small Business,Active,App,680,170369
CUST_000271,Kelly,Olson,michelle19@example.net,503.382.8723x24407,1948-10-22,Male,"133 Thomas Village
Myersville, ME 53527",Mcgrathbury,Ohio,34615,USA,2024-09-08,Enterprise,Active,Email,591,46987
CUST_000272,Erin,Villarreal,reynoldsdaisy@example.org,(632)388-3774,2004-12-31,Male,"6176 Hernandez Haven Suite 196
New Kevinmouth, AZ 46995",South Nicole,New Jersey,36795,USA,2020-08-15,Small Business,Active,Phone,747,49042
CUST_000273,Eric,Mason,michaelmccarthy@example.com,812.925.9572x44617,1982-09-30,Male,"59959 Jones Burgs Apt. 311
Villafort, MD 30848",North Rachel,Idaho,95942,USA,2025-01-15,Small Business,Suspended,Email,724,38960
CUST_000274,Katelyn,Fisher,brownjohn@example.org,001-517-559-0251x7629,1960-06-26,Female,"32683 Brandi Roads Apt. 302
West Kimshire, ND 09933",Jacobhaven,New York,25422,USA,2024-09-27,Enterprise,Active,App,383,123281
CUST_000275,Ashley,Wells,michael82@example.org,566.219.1284x117,1982-06-22,Male,"4651 Tammy Club
Port April, RI 66043",Reginaldton,Ohio,91926,USA,2025-01-14,Individual,Active,Email,643,63285
CUST_000276,Brandi,Giles,denise05@example.com,235-702-3850x371,2006-05-21,Male,"USS Clay
FPO AA 17470",Jenniferville,Arizona,65590,USA,2023-02-12,Individual,Active,App,442,147974
CUST_000277,Debra,Reynolds,kimberly30@example.org,8388960870,1988-05-23,Female,"217 Penny Land Suite 356
East Jesseshire, AL 30270",Burgessside,Oregon,06501,USA,2025-07-14,Enterprise,Active,Email,319,92088
CUST_000278,Alexis,Cortez,jonesdavid@example.org,305-659-3429x6711,2003-09-11,Male,"74584 Alison Grove Suite 881
West Rachelfort, KY 10783",East Maureen,North Dakota,30717,USA,2022-02-07,Individual,Active,App,413,100524
CUST_000279,Angela,Martinez,barryyoung@example.com,+1-671-807-0449x6410,1975-10-15,Male,"0336 Donna Place Apt. 408
Sharonmouth, MP 34911",Port Anthony,Washington,81966,USA,2022-10-01,Small Business,Active,Phone,729,192497
CUST_000280,Ronald,Daniel,aguirreangela@example.net,+1-248-676-9984x26732,1994-12-14,Other,"USS Lutz
FPO AP 39275",Ashleyton,South Carolina,36450,USA,2022-05-21,Small Business,Active,App,848,29308
CUST_000281,Donna,Patton,martinezashley@example.com,527-870-7070x578,1948-04-09,Other,"USNV Prince
FPO AP 41661",South Hectorview,Kentucky,65372,USA,2021-03-19,Enterprise,Active,Phone,598,137522
CUST_000282,Crystal,Thomas,halldiamond@example.org,+1-287-595-0830x44058,1966-08-12,Male,"81335 Calderon Springs Suite 164
North Mark, WY 47724",Theresastad,New Mexico,39044,USA,2023-09-09,Enterprise,Active,App,491,199160
CUST_000283,Ethan,Williams,rhondajohnson@example.net,258.489.5369,1968-08-02,Other,"Unit 1139 Box 8986
DPO AP 96582",Port Natalieton,Rhode Island,62410,USA,2023-11-16,Individual,Active,SMS,369,162903
CUST_000284,Abigail,Stewart,marycarter@example.org,335-737-5137x65158,1985-09-27,Other,"3928 Kimberly Lodge Apt. 944
Leeland, MT 55685",New Troy,Wyoming,26466,USA,2025-01-29,Enterprise,Active,Email,699,148243
CUST_000285,Nancy,Smith,barneskathy@example.net,712.406.0212x8866,1969-12-04,Male,"55999 Virginia Cape Apt. 576
Yangchester, LA 99809",Gravesburgh,Washington,77775,USA,2025-02-28,Enterprise,Active,SMS,559,29257
CUST_000286,Sharon,Miller,watkinsmitchell@example.net,765.272.8941x347,1980-02-13,Female,"PSC 9864, Box 5652
APO AE 05997",South April,Oregon,81172,USA,2022-02-24,Individual,Active,Email,640,59972
CUST_000287,Michael,Martin,joshua73@example.org,249-513-4213x8820,1944-12-31,Male,"3496 Meyer Village
Phillipsville, VT 93080",South Pamelafort,Kentucky,11886,USA,2024-11-25,Small Business,Active,Phone,775,150444
CUST_000288,Victoria,Dennis,schmittlinda@example.net,315.728.5478,2000-10-16,Other,"853 Stacy Road
East Derrickfurt, VI 29364",West Theodore,New York,25025,USA,2024-03-31,Individual,Active,Email,768,34695
CUST_000289,Justin,Gonzalez,tapiamercedes@example.net,206.817.8932,1987-12-03,Female,"578 Natalie Ville
West Elizabeth, NM 83079",Harperside,New Mexico,39221,USA,2021-01-22,Individual,Active,Phone,342,107731
CUST_000290,Daniel,Ibarra,robert75@example.org,+1-561-227-5156x27796,1962-11-28,Female,"85456 Lamb Manors Suite 404
Chandlermouth, SC 06481",Sethbury,Oregon,22329,USA,2023-04-05,Enterprise,Active,App,559,34599
CUST_000291,Kimberly,Rodriguez,david80@example.net,5617558108,1978-04-25,Other,"Unit 8634 Box 2556
DPO AE 72977",North Barry,Alaska,99476,USA,2025-04-13,Individual,Active,Email,639,96622
CUST_000292,Curtis,Sanders,swilliams@example.com,6333041662,1949-05-26,Male,"08921 Lee Rest Suite 568
West Joshuaborough, CT 35139",Bennettchester,Colorado,29632,USA,2025-05-31,Small Business,Active,App,750,126356
CUST_000293,Ann,Webb,patrickkaiser@example.net,(358)617-3906x3757,1965-07-10,Female,"82379 Christopher Lodge
Millsshire, WV 30966",Port Trevorchester,Maryland,97561,USA,2022-04-08,Individual,Active,App,676,161125
CUST_000294,Edward,Morris,rsavage@example.net,987.387.5357,2002-08-13,Female,"2028 Gabriel Mill
North Nicolefort, GA 82573",Taylorside,Nebraska,52851,USA,2020-08-15,Individual,Active,Email,740,182929
CUST_000295,David,Forbes,alexandra95@example.net,+1-522-748-3958x9477,2002-12-26,Male,"87056 Edward Cliff
West Jacquelineborough, UT 12801",Riveraton,South Carolina,61933,USA,2023-07-21,Enterprise,Active,Email,381,110962
CUST_000296,Carl,Fields,michaelsmith@example.org,346-494-5964x883,1951-01-25,Other,"9128 Rivera Trail
Tammyfort, IL 22534",Port Jesseborough,Colorado,81100,USA,2021-04-23,Small Business,Active,App,470,141367
CUST_000297,Fred,Baxter,christian02@example.net,967.754.8138x666,1964-03-21,Female,"324 Mary Points
Henryview, TX 16261",Pearsonburgh,Alaska,48432,USA,2024-11-08,Small Business,Active,SMS,745,96973
CUST_000298,Kelli,Reed,jlewis@example.org,(352)703-7583x0945,2002-04-10,Other,"404 Sanders Square
Joshuaton, OK 04489",Osbornmouth,New York,23277,USA,2022-12-11,Individual,Active,App,672,159502
CUST_000299,Nancy,Christensen,johnsonanthony@example.net,(722)316-1070,1998-08-17,Other,"905 Hurst Extension
Zacharyfurt, MT 88020",North Jameshaven,Georgia,96046,USA,2021-11-29,Enterprise,Active,Email,446,184271
CUST_000300,Gerald,Williams,haleyortiz@example.net,001-304-348-5157x9197,2002-05-31,Other,"59020 Dana Mount
Lake Sherryport, MP 89746",Lake Katelyn,Florida,41197,USA,2020-11-04,Small Business,Active,Email,541,194125
CUST_000301,Janice,Thompson,annettegutierrez@example.org,732-944-7417x595,1996-11-01,Female,"96289 Victoria Mews
Debbieport, IL 45351",Christopherborough,Kentucky,29108,USA,2022-12-01,Small Business,Active,Email,457,142944
CUST_000302,Anthony,Wilson,thomasmcdonald@example.com,(796)790-5150x267,1985-05-24,Female,"2782 Scott Ridges Suite 996
Wellsbury, KS 95314",Carolynfort,Utah,53080,USA,2022-01-29,Small Business,Active,Email,440,163794
CUST_000303,Tara,Rich,fisherkim@example.net,(790)228-2498x3922,2005-09-16,Female,"7627 Donna Flats
West Kyle, HI 31458",South Christopher,Kansas,20704,USA,2024-01-01,Small Business,Active,SMS,555,54739
CUST_000304,Megan,Brooks,gmoore@example.com,+1-463-776-7316,1992-08-25,Male,"6968 Michael Skyway Apt. 392
West Michael, NY 00709",Melendezbury,Florida,66030,USA,2021-07-08,Enterprise,Active,App,420,93623
CUST_000305,Jason,Graham,patrick26@example.org,346-770-4622x6817,1987-10-20,Female,"25298 Parks Branch Suite 660
Ronaldville, PA 59518",Kimberlymouth,Ohio,48324,USA,2021-02-19,Enterprise,Active,SMS,802,77475
CUST_000306,Harold,Coleman,fberg@example.org,2599438976,1962-04-30,Male,"5095 Simmons Spring Suite 084
West Michael, AK 59060",Kennethton,Rhode Island,15139,USA,2022-05-13,Individual,Suspended,App,476,141683
CUST_000307,Benjamin,Rodgers,gregorynichols@example.org,001-327-764-5793x8970,1968-01-25,Male,"8154 Morales Ferry
Jenniferland, MP 57312",Port Jamesview,Maryland,81186,USA,2023-02-24,Enterprise,Cancelled,SMS,655,42023
CUST_000308,Melissa,Sanchez,brooksthomas@example.com,524-280-9624x406,1993-11-05,Other,"7951 Jeffrey Station Suite 319
Jessicamouth, OR 55651",Amberfort,Oklahoma,02148,USA,2022-04-17,Enterprise,Active,SMS,461,192169
CUST_000309,Luis,Carson,stevennewton@example.org,+1-726-346-0917,1957-08-27,Male,"Unit 5445 Box 7702
DPO AP 77169",New Michael,Nevada,54947,USA,2025-07-23,Small Business,Active,Email,505,61405
CUST_000310,Andrew,Mcpherson,yfritz@example.net,(669)411-6331,1999-01-25,Male,"653 Lester Harbors Suite 515
Perezfurt, NM 99699",Mitchellmouth,Hawaii,23782,USA,2022-07-30,Small Business,Active,SMS,778,169610
CUST_000311,Aaron,Gallegos,rdouglas@example.org,(396)866-3093x2998,2004-02-22,Male,"97150 Arnold Way
Port Robin, NH 48874",East Thomas,Virginia,26687,USA,2022-03-11,Enterprise,Suspended,Email,616,129375
CUST_000312,Kelly,Kline,beckystevens@example.net,+1-373-227-8195x237,1991-09-28,Other,"761 Rosario Stravenue Apt. 980
Castilloton, LA 52719",West Reginaldhaven,South Dakota,85649,USA,2022-10-11,Enterprise,Active,App,719,175706
CUST_000313,Kristin,Garcia,katherine91@example.net,(356)752-3734,1985-01-10,Male,"45475 Lyons Port Suite 902
New Keith, IN 49109",Jenniferport,Virginia,21250,USA,2023-06-02,Individual,Cancelled,Email,760,147115
CUST_000314,Kevin,Marquez,eric22@example.net,864-930-3942x9045,1983-07-17,Other,"298 Mills Lane Suite 287
South Penny, AL 88154",West Jeffreyborough,Iowa,20173,USA,2021-12-20,Enterprise,Active,Phone,432,138408
CUST_000315,Kimberly,Mccormick,michaelstevens@example.net,3836350615,1979-06-09,Other,"79833 Robles Falls
East Hannah, NH 23757",New Josephview,Colorado,97901,USA,2021-07-12,Individual,Active,Phone,611,68163
CUST_000316,Mariah,Brown,alexandrabrown@example.org,399.577.1805,1974-09-17,Male,"18939 Evans Branch Suite 173
Gayview, WV 53869",Travisburgh,Michigan,66992,USA,2022-12-29,Small Business,Suspended,Phone,654,161025
CUST_000317,Justin,Brewer,michelle35@example.com,+1-488-347-1270x58772,1992-06-26,Female,"5823 Kathryn Forest
Warrenmouth, WI 70021",Garciaport,South Carolina,28064,USA,2023-06-08,Individual,Active,SMS,428,188845
CUST_000318,Eric,Moore,kfloyd@example.net,+1-625-787-9643x47452,1990-05-12,Female,"4696 Smith Lodge Apt. 652
Wangtown, GU 92820",East Ebony,Kentucky,39140,USA,2024-09-28,Enterprise,Active,Phone,457,69879
CUST_000319,Andrew,Simmons,jnguyen@example.net,439.787.4113,1990-02-12,Other,"USCGC Crane
FPO AE 86932",Wattsfort,Kansas,37219,USA,2025-07-07,Enterprise,Active,SMS,342,32437
CUST_000320,Brenda,Brown,bowmanjoshua@example.com,541.372.1562x294,1972-03-10,Male,"840 Kelsey Cliff Suite 573
West Taylor, NH 47975",Jamesview,Kentucky,79618,USA,2024-04-25,Individual,Suspended,SMS,515,174982
CUST_000321,Andrew,Wilson,zsimmons@example.com,7809850960,1962-05-21,Female,"191 Amanda Union
New Sandraborough, WV 10080",Meyersmouth,New Hampshire,97354,USA,2021-05-04,Enterprise,Active,App,596,193272
CUST_000322,Mark,White,shawn60@example.com,001-840-496-0035,1960-11-20,Female,"739 Barry Stravenue Apt. 323
Huntertown, ND 79396",Port Davidstad,California,43421,USA,2024-12-06,Small Business,Active,App,604,143893
CUST_000323,Sarah,Barrett,kevincoleman@example.com,935.502.7160,1968-07-18,Male,"36911 William Prairie Apt. 231
Yangstad, WA 42035",Leeland,North Carolina,47668,USA,2022-12-20,Enterprise,Active,App,725,151943
CUST_000324,William,Duffy,smithlinda@example.com,855-941-6431,1945-07-30,Female,"USNV Williams
FPO AE 23747",East Aprilberg,Vermont,62080,USA,2024-05-22,Individual,Active,Phone,620,108706
CUST_000325,Bruce,Lang,nathan62@example.com,(928)522-5120,1963-11-11,Other,"500 Johnson Mountains Apt. 260
Farmerhaven, GA 21232",North Michaelbury,Colorado,55535,USA,2025-07-09,Small Business,Cancelled,Phone,679,159998
CUST_000326,Daniel,Alvarez,ichase@example.com,(790)347-7425,1974-09-05,Other,"38223 Julia Stravenue
Campbellville, IA 30152",Jackport,Michigan,93622,USA,2025-06-13,Individual,Active,App,425,95116
CUST_000327,Elizabeth,Meyer,kathleen25@example.com,(429)806-0320x203,1964-11-24,Female,"3967 Shawn Greens Suite 148
Matthewburgh, KS 45194",Ingrammouth,Texas,13149,USA,2023-12-02,Individual,Active,Email,597,125702
CUST_000328,Matthew,Stone,caseyronald@example.org,+1-421-737-1184,1963-12-03,Other,"268 Donald Springs
Port Alvin, VA 98096",Aliciaberg,Oregon,70042,USA,2023-03-16,Small Business,Active,Phone,635,176437
CUST_000329,Lauren,Cox,heatherosborn@example.org,(221)829-3289x634,1963-04-05,Other,"PSC 6775, Box 2401
APO AA 93344",Jasonland,Arkansas,99482,USA,2022-08-18,Small Business,Active,Phone,810,159932
CUST_000330,Douglas,Carson,petermoore@example.com,(593)935-1342x6192,1953-07-20,Female,"18481 Hall Mill Suite 189
Hernandezmouth, FM 36166",South Maryview,Delaware,82669,USA,2022-11-29,Small Business,Suspended,App,323,48605
CUST_000331,Brenda,Walter,oblake@example.net,219-395-3766,1999-01-31,Female,"8564 Miller Courts Suite 397
New Ryan, KY 14127",Castroshire,Missouri,80012,USA,2023-03-05,Enterprise,Active,Phone,520,177920
CUST_000332,Sara,Reyes,garzalaura@example.org,001-211-735-9966,1985-05-06,Female,"806 Caldwell Burg Apt. 920
Coreychester, AS 04220",Atkinsonview,Minnesota,90024,USA,2022-04-19,Individual,Active,App,781,99907
CUST_000333,Teresa,Wright,ubowers@example.com,001-742-738-8565x271,1983-05-31,Other,"4116 Howell Route
Port Patrick, KS 93220",Bellmouth,Mississippi,99430,USA,2021-05-16,Individual,Active,App,437,94329
CUST_000334,Gary,Smith,bonniestout@example.net,+1-884-688-2691x3119,1953-10-06,Other,"2614 Mario Fork Suite 038
Lake Victoria, AK 65315",Port Heather,Iowa,32659,USA,2024-12-14,Small Business,Active,SMS,346,130010
CUST_000335,Scott,Cain,alexandersanchez@example.org,+1-877-868-8936x289,1991-08-17,Male,"6553 Fernandez Club Apt. 538
North Tina, WY 67013",Nicholsville,Rhode Island,30362,USA,2024-03-06,Enterprise,Active,SMS,595,44275
CUST_000336,Jennifer,Newman,stevenandrews@example.org,297.779.6120x878,1974-08-10,Female,"514 Valentine Stream
Lake Carlachester, VT 17980",Lewismouth,Maryland,71069,USA,2024-01-24,Enterprise,Active,SMS,421,58728
CUST_000337,Kevin,Hall,ithomas@example.net,001-350-890-5911,1990-08-05,Male,"220 Chandler Isle
North Sophiashire, UT 90331",Ballardfurt,Vermont,62682,USA,2021-04-09,Small Business,Active,SMS,674,62818
CUST_000338,Matthew,Davis,gregory64@example.com,924-363-3515,1977-08-01,Male,"051 Aaron Pines
North Markport, AK 74960",Micheleburgh,Illinois,83925,USA,2023-09-07,Enterprise,Active,Email,346,35201
CUST_000339,Hunter,Robinson,collin29@example.com,001-227-328-2709,1995-06-07,Male,"52982 Tyler Rapids Apt. 957
Bowersville, TN 73175",West Johnberg,Kansas,64826,USA,2021-07-09,Enterprise,Active,App,831,144796
CUST_000340,Richard,Howard,qcochran@example.net,001-691-781-5899x88683,1953-02-11,Male,"666 Miller Burg Suite 158
Lynchport, NM 38144",New Marieborough,Colorado,40755,USA,2025-01-14,Enterprise,Suspended,Phone,635,185712
CUST_000341,Julie,Duncan,daniellestevenson@example.net,4047635806,1987-06-28,Female,"72351 Tyler Ports
North Sandraborough, MH 90860",West Adambury,Texas,43853,USA,2025-07-02,Individual,Active,SMS,644,157989
CUST_000342,Valerie,Serrano,samantha60@example.org,(693)894-6943,1988-01-25,Other,"4374 Courtney Locks Apt. 723
Lake Dannyburgh, MH 64534",East Amandaburgh,West Virginia,34120,USA,2025-05-10,Enterprise,Active,SMS,786,29361
CUST_000343,Jennifer,Neal,amanda49@example.com,216-931-8732,1974-09-29,Female,"2113 Gilbert Mill
South Carla, AZ 87385",Port Jason,Massachusetts,06236,USA,2023-06-04,Small Business,Active,App,615,189956
CUST_000344,Stacy,Peterson,sandra57@example.org,+1-206-962-4813x2357,1948-12-13,Male,"228 Brown Spur Apt. 688
New Jennifermouth, MN 05538",North Gabrielle,Alabama,50467,USA,2020-08-05,Enterprise,Active,Phone,352,177967
CUST_000345,Brian,Hughes,vincentkathleen@example.org,001-881-907-9649,2001-12-03,Female,"457 Calhoun Drives Suite 853
West Dana, HI 51416",Nicolestad,West Virginia,03245,USA,2022-09-26,Individual,Active,App,451,88490
CUST_000346,Kevin,Williams,ipage@example.org,(725)736-6677x7675,1986-07-01,Male,"33939 Mccullough Plaza
Brooksport, IL 51989",South Daniel,Tennessee,59787,USA,2022-01-29,Enterprise,Suspended,Email,495,29964
CUST_000347,Marissa,Hampton,nwilliams@example.com,+1-826-486-2703,1961-10-19,Female,"693 Robert Mountain
Port Joanna, WV 64291",Cherylhaven,West Virginia,82825,USA,2024-12-16,Small Business,Active,App,508,132577
CUST_000348,Erica,Buchanan,smithsamantha@example.org,915-753-2341x59597,1988-11-26,Other,"222 Wilson River
Mooreside, SC 62048",Hannahbury,Delaware,87515,USA,2025-04-22,Enterprise,Suspended,Email,441,160969
CUST_000349,Regina,Davis,taylorparker@example.com,720.795.7992x7079,2006-10-23,Male,"29462 Victoria Turnpike
Lake Malik, VT 11389",Carriefort,Alaska,82009,USA,2025-01-12,Enterprise,Active,App,838,123782
CUST_000350,Robert,Jackson,james48@example.org,352.703.4476x5047,1979-04-23,Female,"904 Gonzalez Mountains
Priceview, UT 49671",Michaelhaven,Nevada,53872,USA,2024-02-12,Individual,Active,SMS,662,193639
CUST_000351,David,Reed,andrea74@example.com,571-358-1021,1955-09-27,Other,"10059 Eric Road
Welchmouth, WY 87655",New Davidberg,Illinois,98289,USA,2025-03-18,Small Business,Active,Phone,552,98139
CUST_000352,Jacob,Higgins,smithlatasha@example.org,901.465.8373,1974-02-20,Other,"2801 Terri Greens
New Barbara, ID 92247",Lake Kathleenborough,Idaho,42628,USA,2024-05-11,Small Business,Active,SMS,595,79336
CUST_000353,Jeremy,Foster,carolyn84@example.org,(245)838-0442x10175,1949-08-13,Other,"15959 Ashley Stream Suite 757
Victorfort, MD 72055",East Brenda,Arizona,91054,USA,2022-05-05,Enterprise,Active,App,657,171928
CUST_000354,Steven,Murray,dford@example.com,(826)760-2562,1945-06-16,Other,"92310 Kennedy Groves
Jamesfort, MO 21251",Mariaside,Louisiana,30351,USA,2021-07-12,Small Business,Active,App,704,115474
CUST_000355,Catherine,Porter,kvalentine@example.com,+1-805-911-5794x23873,1945-05-25,Male,"4969 Carol Pines
Matthewstad, AS 90745",West Annette,New Mexico,08774,USA,2020-08-31,Small Business,Active,Email,654,140966
CUST_000356,Mitchell,Sanchez,haley57@example.com,+1-559-553-2593,1975-05-12,Other,"8162 Miller Overpass
Morrisonview, CA 59415",Watersview,Virginia,19255,USA,2022-05-25,Small Business,Active,Phone,506,166184
CUST_000357,Kimberly,Wells,cynthiamurphy@example.net,382.645.7598x3399,1990-10-13,Female,"843 Henderson Viaduct
West Joseberg, LA 03814",Lake Dawnchester,Colorado,48818,USA,2022-11-26,Enterprise,Active,Phone,411,186396
CUST_000358,Renee,Hernandez,mpeters@example.com,001-251-347-4397x42925,1947-11-19,Other,"2568 Cristina Rue Suite 625
Lake Justinshire, WV 75019",New Brianberg,New York,08873,USA,2025-03-19,Enterprise,Active,Email,843,84158
CUST_000359,Donald,Garcia,shelbyyoung@example.com,(851)465-1768x086,1979-02-09,Other,"2143 Brian Springs
North Dawnbury, NJ 06057",East Katherineberg,Florida,66113,USA,2022-03-05,Individual,Active,App,638,148837
CUST_000360,Paul,Walters,wsmith@example.com,206.781.0390x3397,1988-10-16,Male,"263 Amanda Road Suite 485
Mooreborough, WV 80142",Matthewmouth,Kentucky,51964,USA,2021-03-04,Enterprise,Active,Email,461,131668
CUST_000361,Justin,Johnson,hharris@example.org,(613)539-4394x5703,1976-10-11,Other,"53765 Joyce Rapids
South Timothy, PA 37901",North Christina,Alabama,04590,USA,2023-09-04,Small Business,Active,Phone,594,109192
CUST_000362,Mercedes,Arroyo,turnerpatrick@example.net,(610)853-3651,1985-10-03,Female,"42473 Samantha Summit
South Gregville, CO 95503",South Molly,Pennsylvania,91585,USA,2023-05-14,Enterprise,Active,Email,537,165286
CUST_000363,Joseph,Warner,sbrown@example.org,816.460.0767,2005-11-14,Other,"144 Harris Grove
Lake Josephborough, IA 90898",Patrickton,Oregon,57562,USA,2023-05-17,Enterprise,Suspended,Email,479,134546
CUST_000364,Jacqueline,Conner,mitchellchristopher@example.com,478.825.5882x556,1968-01-09,Male,"Unit 4278 Box 6561
DPO AP 33688",West Sandy,Tennessee,61653,USA,2022-10-31,Individual,Cancelled,App,807,73840
CUST_000365,Amber,Becker,coopersamantha@example.net,(395)882-9236,2000-01-24,Other,"Unit 8081 Box 9048
DPO AP 22088",Lake Jenna,Michigan,64618,USA,2021-02-28,Small Business,Suspended,Email,605,173887
CUST_000366,Jessica,Robles,zmills@example.org,001-356-913-7230,1953-09-03,Other,"64381 Andrew Burgs Suite 132
North Jonville, NE 47361",Smithport,Michigan,51323,USA,2022-06-14,Individual,Suspended,SMS,591,144104
CUST_000367,Kevin,Harvey,lreid@example.org,+1-770-975-5047x68169,2007-03-29,Other,"74811 Jennifer Stravenue Apt. 765
New Tracey, AZ 42820",Angelamouth,Indiana,80942,USA,2022-08-19,Enterprise,Active,Phone,816,147688
